Id,Label,Class,Size,dis_class
FXN,FXN,GENE,1,INFLAMMATORY
FZD8,FZD8,GENE,1,INFLAMMATORY
G6PD,G6PD,GENE,1,INFLAMMATORY
GABRP,GABRP,GENE,1,INFLAMMATORY
GAPDH,GAPDH,GENE,1,INFLAMMATORY
GAS5,GAS5,GENE,1,INFLAMMATORY
GAS6,GAS6,GENE,1,INFLAMMATORY
GAST,GAST,GENE,1,INFLAMMATORY
GATA3,GATA3,GENE,1,INFLAMMATORY
GBP1,GBP1,GENE,1,INFLAMMATORY
GC,GC,GENE,1,INFLAMMATORY
GCG,GCG,GENE,1,INFLAMMATORY
GDF11,GDF11,GENE,1,INFLAMMATORY
GDF15,GDF15,GENE,1,INFLAMMATORY
GGTLC1,GGTLC1,GENE,1,INFLAMMATORY
GH1,GH1,GENE,1,INFLAMMATORY
GHR,GHR,GENE,1,INFLAMMATORY
GHRL,GHRL,GENE,1,INFLAMMATORY
GHSR,GHSR,GENE,1,INFLAMMATORY
GIF,GIF,GENE,1,INFLAMMATORY
GIP,GIP,GENE,1,INFLAMMATORY
GJB2,GJB2,GENE,1,INFLAMMATORY
GLB1,GLB1,GENE,1,INFLAMMATORY
GLP1R,GLP1R,GENE,1,INFLAMMATORY
GLS,GLS,GENE,1,INFLAMMATORY
GNAQ,GNAQ,GENE,1,INFLAMMATORY
GOPC,GOPC,GENE,1,INFLAMMATORY
GP2,GP2,GENE,1,INFLAMMATORY
GPBAR1,GPBAR1,GENE,1,INFLAMMATORY
GPER1,GPER1,GENE,1,INFLAMMATORY
GPI,GPI,GENE,1,INFLAMMATORY
GPR35,GPR35,GENE,1,INFLAMMATORY
GPRIN1,GPRIN1,GENE,1,INFLAMMATORY
GPX1,GPX1,GENE,1,INFLAMMATORY
GPX2,GPX2,GENE,1,INFLAMMATORY
GRK6,GRK6,GENE,1,INFLAMMATORY
GRN,GRN,GENE,1,INFLAMMATORY
GSK3B,GSK3B,GENE,1,INFLAMMATORY
GSN,GSN,GENE,1,INFLAMMATORY
GSTM1,GSTM1,GENE,1,INFLAMMATORY
GSTT1,GSTT1,GENE,1,INFLAMMATORY
GUCA2A,GUCA2A,GENE,1,INFLAMMATORY
GUCA2B,GUCA2B,GENE,1,INFLAMMATORY
GUCY2C,GUCY2C,GENE,1,INFLAMMATORY
GUSB,GUSB,GENE,1,INFLAMMATORY
GYPA,GYPA,GENE,1,INFLAMMATORY
GZMA,GZMA,GENE,1,INFLAMMATORY
H19,H19,GENE,1,INFLAMMATORY
H3F3AP4,H3F3AP4,GENE,1,INFLAMMATORY
HAMP,HAMP,GENE,1,INFLAMMATORY
HAVCR1,HAVCR1,GENE,1,INFLAMMATORY
HAVCR2,HAVCR2,GENE,1,INFLAMMATORY
HBG2,HBG2,GENE,1,INFLAMMATORY
HBM,HBM,GENE,1,INFLAMMATORY
HDAC,HDAC,GENE,1,INFLAMMATORY
HDAC3,HDAC3,GENE,1,INFLAMMATORY
HGF,HGF,GENE,1,INFLAMMATORY
HIF1A,HIF1A,GENE,1,INFLAMMATORY
HISTONE H1,HISTONE H1,GENE,1,INFLAMMATORY
HISTONE H2B,HISTONE H2B,GENE,1,INFLAMMATORY
HK1,HK1,GENE,1,INFLAMMATORY
HLA-A,HLA-A,GENE,1,INFLAMMATORY
HLA-B,HLA-B,GENE,1,INFLAMMATORY
HLA-C,HLA-C,GENE,1,INFLAMMATORY
HLA-DMA,HLA-DMA,GENE,1,INFLAMMATORY
HLA-DPB1,HLA-DPB1,GENE,1,INFLAMMATORY
HLA-DQA1,HLA-DQA1,GENE,1,INFLAMMATORY
HLA-DRB1,HLA-DRB1,GENE,1,INFLAMMATORY
HLA-DRB3,HLA-DRB3,GENE,1,INFLAMMATORY
HLA-DRB4,HLA-DRB4,GENE,1,INFLAMMATORY
HLA-DRB5,HLA-DRB5,GENE,1,INFLAMMATORY
HLA-E,HLA-E,GENE,1,INFLAMMATORY
HLA-G,HLA-G,GENE,1,INFLAMMATORY
HMGB1,HMGB1,GENE,1,INFLAMMATORY
HMGB2,HMGB2,GENE,1,INFLAMMATORY
HMOX1,HMOX1,GENE,1,INFLAMMATORY
HP,HP,GENE,1,INFLAMMATORY
HPGDS,HPGDS,GENE,1,INFLAMMATORY
HPSE,HPSE,GENE,1,INFLAMMATORY
HRH4,HRH4,GENE,1,INFLAMMATORY
HSD11B1,HSD11B1,GENE,1,INFLAMMATORY
HSD11B2,HSD11B2,GENE,1,INFLAMMATORY
HSP90AA1,HSP90AA1,GENE,1,INFLAMMATORY
HSP90AB1,HSP90AB1,GENE,1,INFLAMMATORY
HSP90B1,HSP90B1,GENE,1,INFLAMMATORY
HSP90B2P,HSP90B2P,GENE,1,INFLAMMATORY
HSPA2,HSPA2,GENE,1,INFLAMMATORY
HSPA4,HSPA4,GENE,1,INFLAMMATORY
HSPA5,HSPA5,GENE,1,INFLAMMATORY
HSPB3,HSPB3,GENE,1,INFLAMMATORY
HSPD1,HSPD1,GENE,1,INFLAMMATORY
HT,HT,GENE,1,INFLAMMATORY
HTR1A,HTR1A,GENE,1,INFLAMMATORY
HTR2A,HTR2A,GENE,1,INFLAMMATORY
HTRA1,HTRA1,GENE,1,INFLAMMATORY
IBD3,IBD3,GENE,1,INFLAMMATORY
IBD5,IBD5,GENE,1,INFLAMMATORY
IBSP,IBSP,GENE,1,INFLAMMATORY
ICAM1,ICAM1,GENE,1,INFLAMMATORY
ICAM3,ICAM3,GENE,1,INFLAMMATORY
ICOS,ICOS,GENE,1,INFLAMMATORY
ICOSLG,ICOSLG,GENE,1,INFLAMMATORY
ID1,ID1,GENE,1,INFLAMMATORY
ID3,ID3,GENE,1,INFLAMMATORY
IDO1,IDO1,GENE,1,INFLAMMATORY
IDO2,IDO2,GENE,1,INFLAMMATORY
IFI16,IFI16,GENE,1,INFLAMMATORY
IFI27,IFI27,GENE,1,INFLAMMATORY
IFI44L,IFI44L,GENE,1,INFLAMMATORY
IFIH1,IFIH1,GENE,1,INFLAMMATORY
IFNA1,IFNA1,GENE,1,INFLAMMATORY
IFNA17,IFNA17,GENE,1,INFLAMMATORY
IFNA2,IFNA2,GENE,1,INFLAMMATORY
IFNB1,IFNB1,GENE,1,INFLAMMATORY
IFNG,IFNG,GENE,1,INFLAMMATORY
IFNK,IFNK,GENE,1,INFLAMMATORY
IFNL1,IFNL1,GENE,1,INFLAMMATORY
IGAN,IGAN,GENE,1,INFLAMMATORY
IGF1,IGF1,GENE,1,INFLAMMATORY
IGF1R,IGF1R,GENE,1,INFLAMMATORY
IGFBP1,IGFBP1,GENE,1,INFLAMMATORY
IGFBP3,IGFBP3,GENE,1,INFLAMMATORY
IGFBP5,IGFBP5,GENE,1,INFLAMMATORY
IGHA1,IGHA1,GENE,1,INFLAMMATORY
IGHE,IGHE,GENE,1,INFLAMMATORY
IGHG1,IGHG1,GENE,1,INFLAMMATORY
IGHG3,IGHG3,GENE,1,INFLAMMATORY
IGHM,IGHM,GENE,1,INFLAMMATORY
IGKV2D-29,IGKV2D-29,GENE,1,INFLAMMATORY
IKBKB,IKBKB,GENE,1,INFLAMMATORY
IKBKE,IKBKE,GENE,1,INFLAMMATORY
IKZF1,IKZF1,GENE,1,INFLAMMATORY
IL1,IL1,GENE,1,INFLAMMATORY
IL10,IL10,GENE,1,INFLAMMATORY
IL10RA,IL10RA,GENE,1,INFLAMMATORY
IL11,IL11,GENE,1,INFLAMMATORY
IL12,IL12,GENE,1,INFLAMMATORY
IL12B,IL12B,GENE,1,INFLAMMATORY
IL12RB2,IL12RB2,GENE,1,INFLAMMATORY
IL13,IL13,GENE,1,INFLAMMATORY
IL15,IL15,GENE,1,INFLAMMATORY
IL16,IL16,GENE,1,INFLAMMATORY
IL17A,IL17A,GENE,1,INFLAMMATORY
IL17B,IL17B,GENE,1,INFLAMMATORY
IL17C,IL17C,GENE,1,INFLAMMATORY
IL17D,IL17D,GENE,1,INFLAMMATORY
IL17F,IL17F,GENE,1,INFLAMMATORY
IL17RA,IL17RA,GENE,1,INFLAMMATORY
IL18,IL18,GENE,1,INFLAMMATORY
IL18BP,IL18BP,GENE,1,INFLAMMATORY
IL18RAP,IL18RAP,GENE,1,INFLAMMATORY
IL19,IL19,GENE,1,INFLAMMATORY
IL1A,IL1A,GENE,1,INFLAMMATORY
IL1B,IL1B,GENE,1,INFLAMMATORY
IL1F10,IL1F10,GENE,1,INFLAMMATORY
IL1R1,IL1R1,GENE,1,INFLAMMATORY
IL1RL1,IL1RL1,GENE,1,INFLAMMATORY
IL1RL2,IL1RL2,GENE,1,INFLAMMATORY
IL1RN,IL1RN,GENE,1,INFLAMMATORY
IL2,IL2,GENE,1,INFLAMMATORY
IL20,IL20,GENE,1,INFLAMMATORY
IL20RB,IL20RB,GENE,1,INFLAMMATORY
IL21,IL21,GENE,1,INFLAMMATORY
IL21R,IL21R,GENE,1,INFLAMMATORY
IL22,IL22,GENE,1,INFLAMMATORY
IL22RA2,IL22RA2,GENE,1,INFLAMMATORY
IL23A,IL23A,GENE,1,INFLAMMATORY
IL23R,IL23R,GENE,1,INFLAMMATORY
IL24,IL24,GENE,1,INFLAMMATORY
IL26,IL26,GENE,1,INFLAMMATORY
IL27,IL27,GENE,1,INFLAMMATORY
IL2RA,IL2RA,GENE,1,INFLAMMATORY
IL3,IL3,GENE,1,INFLAMMATORY
IL31,IL31,GENE,1,INFLAMMATORY
IL32,IL32,GENE,1,INFLAMMATORY
IL33,IL33,GENE,1,INFLAMMATORY
IL34,IL34,GENE,1,INFLAMMATORY
IL36A,IL36A,GENE,1,INFLAMMATORY
IL36G,IL36G,GENE,1,INFLAMMATORY
IL36RN,IL36RN,GENE,1,INFLAMMATORY
IL37,IL37,GENE,1,INFLAMMATORY
IL4,IL4,GENE,1,INFLAMMATORY
IL4I1,IL4I1,GENE,1,INFLAMMATORY
IL4R,IL4R,GENE,1,INFLAMMATORY
IL5,IL5,GENE,1,INFLAMMATORY
IL6,IL6,GENE,1,INFLAMMATORY
IL6R,IL6R,GENE,1,INFLAMMATORY
IL6ST,IL6ST,GENE,1,INFLAMMATORY
IL7,IL7,GENE,1,INFLAMMATORY
IL7R,IL7R,GENE,1,INFLAMMATORY
IL8,IL8,GENE,1,INFLAMMATORY
IL9,IL9,GENE,1,INFLAMMATORY
ING4,ING4,GENE,1,INFLAMMATORY
INHBE,INHBE,GENE,1,INFLAMMATORY
INS,INS,GENE,1,INFLAMMATORY
INSL3,INSL3,GENE,1,INFLAMMATORY
INSRR,INSRR,GENE,1,INFLAMMATORY
IRAK1,IRAK1,GENE,1,INFLAMMATORY
IRF1,IRF1,GENE,1,INFLAMMATORY
IRF2,IRF2,GENE,1,INFLAMMATORY
IRF3,IRF3,GENE,1,INFLAMMATORY
IRF4,IRF4,GENE,1,INFLAMMATORY
IRF5,IRF5,GENE,1,INFLAMMATORY
IRF7,IRF7,GENE,1,INFLAMMATORY
IRF8,IRF8,GENE,1,INFLAMMATORY
IRGM,IRGM,GENE,1,INFLAMMATORY
ISPD,ISPD,GENE,1,INFLAMMATORY
ITGA1,ITGA1,GENE,1,INFLAMMATORY
ITGA2,ITGA2,GENE,1,INFLAMMATORY
ITGAE,ITGAE,GENE,1,INFLAMMATORY
ITGAL,ITGAL,GENE,1,INFLAMMATORY
ITGAM,ITGAM,GENE,1,INFLAMMATORY
ITGAX,ITGAX,GENE,1,INFLAMMATORY
ITGB2,ITGB2,GENE,1,INFLAMMATORY
ITLN1,ITLN1,GENE,1,INFLAMMATORY
ITPKC,ITPKC,GENE,1,INFLAMMATORY
JAK1,JAK1,GENE,1,INFLAMMATORY
JAK2,JAK2,GENE,1,INFLAMMATORY
JAK3,JAK3,GENE,1,INFLAMMATORY
JMY,JMY,GENE,1,INFLAMMATORY
JUN,JUN,GENE,1,INFLAMMATORY
JUNB,JUNB,GENE,1,INFLAMMATORY
JUND,JUND,GENE,1,INFLAMMATORY
KARS,KARS,GENE,1,INFLAMMATORY
KCNA3,KCNA3,GENE,1,INFLAMMATORY
KCNE3,KCNE3,GENE,1,INFLAMMATORY
KCNN4,KCNN4,GENE,1,INFLAMMATORY
KCNQ1,KCNQ1,GENE,1,INFLAMMATORY
KDM5A,KDM5A,GENE,1,INFLAMMATORY
KDM6B,KDM6B,GENE,1,INFLAMMATORY
KDR,KDR,GENE,1,INFLAMMATORY
KHDRBS1,KHDRBS1,GENE,1,INFLAMMATORY
KIAA0101,KIAA0101,GENE,1,INFLAMMATORY
KIR2DL2,KIR2DL2,GENE,1,INFLAMMATORY
KIR2DL3,KIR2DL3,GENE,1,INFLAMMATORY
KIR2DL4,KIR2DL4,GENE,1,INFLAMMATORY
KIR2DS2,KIR2DS2,GENE,1,INFLAMMATORY
KIR3DL1,KIR3DL1,GENE,1,INFLAMMATORY
KIR3DL2,KIR3DL2,GENE,1,INFLAMMATORY
KIR3DL3,KIR3DL3,GENE,1,INFLAMMATORY
KITLG,KITLG,GENE,1,INFLAMMATORY
KL,KL,GENE,1,INFLAMMATORY
KLF13,KLF13,GENE,1,INFLAMMATORY
KLF2,KLF2,GENE,1,INFLAMMATORY
KLF5,KLF5,GENE,1,INFLAMMATORY
KLK1,KLK1,GENE,1,INFLAMMATORY
KLK4,KLK4,GENE,1,INFLAMMATORY
KLK6,KLK6,GENE,1,INFLAMMATORY
KLK7,KLK7,GENE,1,INFLAMMATORY
KLK8,KLK8,GENE,1,INFLAMMATORY
KLKB1,KLKB1,GENE,1,INFLAMMATORY
KLRB1,KLRB1,GENE,1,INFLAMMATORY
KLRK1,KLRK1,GENE,1,INFLAMMATORY
KNG1,KNG1,GENE,1,INFLAMMATORY
KRAS,KRAS,GENE,1,INFLAMMATORY
KRT1,KRT1,GENE,1,INFLAMMATORY
KRT10,KRT10,GENE,1,INFLAMMATORY
KRT14,KRT14,GENE,1,INFLAMMATORY
KRT16,KRT16,GENE,1,INFLAMMATORY
KRT17,KRT17,GENE,1,INFLAMMATORY
KRT5,KRT5,GENE,1,INFLAMMATORY
KRT76,KRT76,GENE,1,INFLAMMATORY
LAIR1,LAIR1,GENE,1,INFLAMMATORY
LAMP1,LAMP1,GENE,1,INFLAMMATORY
LANCL1,LANCL1,GENE,1,INFLAMMATORY
LBR,LBR,GENE,1,INFLAMMATORY
LCE3B,LCE3B,GENE,1,INFLAMMATORY
LCE3C,LCE3C,GENE,1,INFLAMMATORY
LCN1,LCN1,GENE,1,INFLAMMATORY
LCN2,LCN2,GENE,1,INFLAMMATORY
LCT,LCT,GENE,1,INFLAMMATORY
LEP,LEP,GENE,1,INFLAMMATORY
LEPR,LEPR,GENE,1,INFLAMMATORY
LEPREL2,LEPREL2,GENE,1,INFLAMMATORY
LGALS1,LGALS1,GENE,1,INFLAMMATORY
LGALS3,LGALS3,GENE,1,INFLAMMATORY
LGALS3BP,LGALS3BP,GENE,1,INFLAMMATORY
LGALS8,LGALS8,GENE,1,INFLAMMATORY
LGALS9,LGALS9,GENE,1,INFLAMMATORY
LIF,LIF,GENE,1,INFLAMMATORY
LILRA3,LILRA3,GENE,1,INFLAMMATORY
LMNA,LMNA,GENE,1,INFLAMMATORY
LMNB1,LMNB1,GENE,1,INFLAMMATORY
LOX,LOX,GENE,1,INFLAMMATORY
LPA,LPA,GENE,1,INFLAMMATORY
LPL,LPL,GENE,1,INFLAMMATORY
LRBA,LRBA,GENE,1,INFLAMMATORY
LRG1,LRG1,GENE,1,INFLAMMATORY
LRP1,LRP1,GENE,1,INFLAMMATORY
LRP2,LRP2,GENE,1,INFLAMMATORY
LRP5,LRP5,GENE,1,INFLAMMATORY
LRP6,LRP6,GENE,1,INFLAMMATORY
LRRK2,LRRK2,GENE,1,INFLAMMATORY
LSM2,LSM2,GENE,1,INFLAMMATORY
LTA,LTA,GENE,1,INFLAMMATORY
LTB,LTB,GENE,1,INFLAMMATORY
LTB4R,LTB4R,GENE,1,INFLAMMATORY
LTBR,LTBR,GENE,1,INFLAMMATORY
LTF,LTF,GENE,1,INFLAMMATORY
LXN,LXN,GENE,1,INFLAMMATORY
LY75,LY75,GENE,1,INFLAMMATORY
LY9,LY9,GENE,1,INFLAMMATORY
LYN,LYN,GENE,1,INFLAMMATORY
LYPD4,LYPD4,GENE,1,INFLAMMATORY
LYZ,LYZ,GENE,1,INFLAMMATORY
MADCAM1,MADCAM1,GENE,1,INFLAMMATORY
MAP1LC3A,MAP1LC3A,GENE,1,INFLAMMATORY
MAP1LC3B,MAP1LC3B,GENE,1,INFLAMMATORY
MAP2K3,MAP2K3,GENE,1,INFLAMMATORY
MAP2K6,MAP2K6,GENE,1,INFLAMMATORY
MAP2K7,MAP2K7,GENE,1,INFLAMMATORY
MAP3K14,MAP3K14,GENE,1,INFLAMMATORY
MAP3K7,MAP3K7,GENE,1,INFLAMMATORY
MAPK1,MAPK1,GENE,1,INFLAMMATORY
MAPK12,MAPK12,GENE,1,INFLAMMATORY
MAPK13,MAPK13,GENE,1,INFLAMMATORY
MAPK14,MAPK14,GENE,1,INFLAMMATORY
MAPK3,MAPK3,GENE,1,INFLAMMATORY
MAPK7,MAPK7,GENE,1,INFLAMMATORY
MAPK8,MAPK8,GENE,1,INFLAMMATORY
MARCKSL1,MARCKSL1,GENE,1,INFLAMMATORY
MAS1,MAS1,GENE,1,INFLAMMATORY
MASP1,MASP1,GENE,1,INFLAMMATORY
MASP2,MASP2,GENE,1,INFLAMMATORY
MAVS,MAVS,GENE,1,INFLAMMATORY
MB21D1,MB21D1,GENE,1,INFLAMMATORY
MBL2,MBL2,GENE,1,INFLAMMATORY
MBP,MBP,GENE,1,INFLAMMATORY
MBTPS1,MBTPS1,GENE,1,INFLAMMATORY
MC3R,MC3R,GENE,1,INFLAMMATORY
MCL1,MCL1,GENE,1,INFLAMMATORY
MDK,MDK,GENE,1,INFLAMMATORY
MDM2,MDM2,GENE,1,INFLAMMATORY
MECOM,MECOM,GENE,1,INFLAMMATORY
MECP2,MECP2,GENE,1,INFLAMMATORY
MEFV,MEFV,GENE,1,INFLAMMATORY
MEN1,MEN1,GENE,1,INFLAMMATORY
MEPE,MEPE,GENE,1,INFLAMMATORY
MERTK,MERTK,GENE,1,INFLAMMATORY
MET,MET,GENE,1,INFLAMMATORY
MFGE8,MFGE8,GENE,1,INFLAMMATORY
MGARP,MGARP,GENE,1,INFLAMMATORY
MGMT,MGMT,GENE,1,INFLAMMATORY
MGP,MGP,GENE,1,INFLAMMATORY
MIA,MIA,GENE,1,INFLAMMATORY
MICB,MICB,GENE,1,INFLAMMATORY
MIF,MIF,GENE,1,INFLAMMATORY
MIP,MIP,GENE,1,INFLAMMATORY
MIR106B,MIR106B,GENE,1,INFLAMMATORY
MIR10A,MIR10A,GENE,1,INFLAMMATORY
MIR126,MIR126,GENE,1,INFLAMMATORY
MIR1266,MIR1266,GENE,1,INFLAMMATORY
MIR135B,MIR135B,GENE,1,INFLAMMATORY
MIR142,MIR142,GENE,1,INFLAMMATORY
MIR146A,MIR146A,GENE,1,INFLAMMATORY
MIR155,MIR155,GENE,1,INFLAMMATORY
MIR192,MIR192,GENE,1,INFLAMMATORY
MIR194-1,MIR194-1,GENE,1,INFLAMMATORY
MIR200C,MIR200C,GENE,1,INFLAMMATORY
MIR203,MIR203,GENE,1,INFLAMMATORY
MIR205,MIR205,GENE,1,INFLAMMATORY
MIR21,MIR21,GENE,1,INFLAMMATORY
MIR214,MIR214,GENE,1,INFLAMMATORY
MIR23B,MIR23B,GENE,1,INFLAMMATORY
MIR26A1,MIR26A1,GENE,1,INFLAMMATORY
MIR29A,MIR29A,GENE,1,INFLAMMATORY
MIR31,MIR31,GENE,1,INFLAMMATORY
MIR34A,MIR34A,GENE,1,INFLAMMATORY
MIR378A,MIR378A,GENE,1,INFLAMMATORY
MIR490,MIR490,GENE,1,INFLAMMATORY
MIR491,MIR491,GENE,1,INFLAMMATORY
MIR499A,MIR499A,GENE,1,INFLAMMATORY
MIR-7,MIR-7,GENE,1,INFLAMMATORY
MIR708,MIR708,GENE,1,INFLAMMATORY
MIR99A,MIR99A,GENE,1,INFLAMMATORY
MME,MME,GENE,1,INFLAMMATORY
MMP1,MMP1,GENE,1,INFLAMMATORY
MMP12,MMP12,GENE,1,INFLAMMATORY
MMP13,MMP13,GENE,1,INFLAMMATORY
MMP14,MMP14,GENE,1,INFLAMMATORY
MMP19,MMP19,GENE,1,INFLAMMATORY
MMP2,MMP2,GENE,1,INFLAMMATORY
MMP3,MMP3,GENE,1,INFLAMMATORY
MMP7,MMP7,GENE,1,INFLAMMATORY
MMP8,MMP8,GENE,1,INFLAMMATORY
MMP9,MMP9,GENE,1,INFLAMMATORY
MMRN1,MMRN1,GENE,1,INFLAMMATORY
MPO,MPO,GENE,1,INFLAMMATORY
MPZ,MPZ,GENE,1,INFLAMMATORY
MRAP,MRAP,GENE,1,INFLAMMATORY
MRC1,MRC1,GENE,1,INFLAMMATORY
MRGPRF,MRGPRF,GENE,1,INFLAMMATORY
MRPL49,MRPL49,GENE,1,INFLAMMATORY
MRSS,MRSS,GENE,1,INFLAMMATORY
MS4A1,MS4A1,GENE,1,INFLAMMATORY
MSC,MSC,GENE,1,INFLAMMATORY
MSH2,MSH2,GENE,1,INFLAMMATORY
MSH5,MSH5,GENE,1,INFLAMMATORY
MSN,MSN,GENE,1,INFLAMMATORY
MSR1,MSR1,GENE,1,INFLAMMATORY
MST1,MST1,GENE,1,INFLAMMATORY
MSTN,MSTN,GENE,1,INFLAMMATORY
MSX2,MSX2,GENE,1,INFLAMMATORY
MT1JP,MT1JP,GENE,1,INFLAMMATORY
MTA2,MTA2,GENE,1,INFLAMMATORY
MTFMT,MTFMT,GENE,1,INFLAMMATORY
MTHFR,MTHFR,GENE,1,INFLAMMATORY
MTOR,MTOR,GENE,1,INFLAMMATORY
MUC1,MUC1,GENE,1,INFLAMMATORY
MUC16,MUC16,GENE,1,INFLAMMATORY
MUC2,MUC2,GENE,1,INFLAMMATORY
MUC5AC,MUC5AC,GENE,1,INFLAMMATORY
MVD,MVD,GENE,1,INFLAMMATORY
MX1,MX1,GENE,1,INFLAMMATORY
MYD88,MYD88,GENE,1,INFLAMMATORY
MYOM2,MYOM2,GENE,1,INFLAMMATORY
NAB2,NAB2,GENE,1,INFLAMMATORY
NAMPT,NAMPT,GENE,1,INFLAMMATORY
NAPA,NAPA,GENE,1,INFLAMMATORY
NCAM1,NCAM1,GENE,1,INFLAMMATORY
NCF1,NCF1,GENE,1,INFLAMMATORY
NCF2,NCF2,GENE,1,INFLAMMATORY
NCF4,NCF4,GENE,1,INFLAMMATORY
NCR1,NCR1,GENE,1,INFLAMMATORY
NDC80,NDC80,GENE,1,INFLAMMATORY
NDUFB6,NDUFB6,GENE,1,INFLAMMATORY
NELFCD,NELFCD,GENE,1,INFLAMMATORY
NELL1,NELL1,GENE,1,INFLAMMATORY
NFATC1,NFATC1,GENE,1,INFLAMMATORY
NFE2,NFE2,GENE,1,INFLAMMATORY
NFE2L2,NFE2L2,GENE,1,INFLAMMATORY
NFIL3,NFIL3,GENE,1,INFLAMMATORY
NF-KB,NF-KB,GENE,1,INFLAMMATORY
NFKB1,NFKB1,GENE,1,INFLAMMATORY
NFKBIA,NFKBIA,GENE,1,INFLAMMATORY
NGF,NGF,GENE,1,INFLAMMATORY
NKX2-3,NKX2-3,GENE,1,INFLAMMATORY
NLRP3,NLRP3,GENE,1,INFLAMMATORY
NMU,NMU,GENE,1,INFLAMMATORY
NOD1,NOD1,GENE,1,INFLAMMATORY
NOD2,NOD2,GENE,1,INFLAMMATORY
NOG,NOG,GENE,1,INFLAMMATORY
NOS1,NOS1,GENE,1,INFLAMMATORY
NOS2,NOS2,GENE,1,INFLAMMATORY
NOS3,NOS3,GENE,1,INFLAMMATORY
NOTCH1,NOTCH1,GENE,1,INFLAMMATORY
NOTCH2,NOTCH2,GENE,1,INFLAMMATORY
NOTCH4,NOTCH4,GENE,1,INFLAMMATORY
NOX1,NOX1,GENE,1,INFLAMMATORY
NOX4,NOX4,GENE,1,INFLAMMATORY
NPPB,NPPB,GENE,1,INFLAMMATORY
NPS,NPS,GENE,1,INFLAMMATORY
NPTX1,NPTX1,GENE,1,INFLAMMATORY
NPY,NPY,GENE,1,INFLAMMATORY
NR0B1,NR0B1,GENE,1,INFLAMMATORY
NR2C2,NR2C2,GENE,1,INFLAMMATORY
NR3C1,NR3C1,GENE,1,INFLAMMATORY
NR4A1,NR4A1,GENE,1,INFLAMMATORY
NR4A2,NR4A2,GENE,1,INFLAMMATORY
NRD1,NRD1,GENE,1,INFLAMMATORY
NRIP1,NRIP1,GENE,1,INFLAMMATORY
NRP1,NRP1,GENE,1,INFLAMMATORY
NT5C2,NT5C2,GENE,1,INFLAMMATORY
NTM,NTM,GENE,1,INFLAMMATORY
NTN1,NTN1,GENE,1,INFLAMMATORY
NTRK1,NTRK1,GENE,1,INFLAMMATORY
NUBP1,NUBP1,GENE,1,INFLAMMATORY
NUCB2,NUCB2,GENE,1,INFLAMMATORY
NUP62,NUP62,GENE,1,INFLAMMATORY
OCA2,OCA2,GENE,1,INFLAMMATORY
OCLN,OCLN,GENE,1,INFLAMMATORY
ODC1,ODC1,GENE,1,INFLAMMATORY
