Id,Label,Class,Size,dis_class
OLR1,OLR1,GENE,1,INFLAMMATORY
OPRM1,OPRM1,GENE,1,INFLAMMATORY
ORAI1,ORAI1,GENE,1,INFLAMMATORY
ORMDL3,ORMDL3,GENE,1,INFLAMMATORY
OSM,OSM,GENE,1,INFLAMMATORY
P2RX7,P2RX7,GENE,1,INFLAMMATORY
PADI2,PADI2,GENE,1,INFLAMMATORY
PADI4,PADI4,GENE,1,INFLAMMATORY
PARP1,PARP1,GENE,1,INFLAMMATORY
PCNA,PCNA,GENE,1,INFLAMMATORY
PDC,PDC,GENE,1,INFLAMMATORY
PDCD1,PDCD1,GENE,1,INFLAMMATORY
PDE4A,PDE4A,GENE,1,INFLAMMATORY
PDGFB,PDGFB,GENE,1,INFLAMMATORY
PDGFRA,PDGFRA,GENE,1,INFLAMMATORY
PDGFRB,PDGFRB,GENE,1,INFLAMMATORY
PDLIM4,PDLIM4,GENE,1,INFLAMMATORY
PECAM1,PECAM1,GENE,1,INFLAMMATORY
PEPD,PEPD,GENE,1,INFLAMMATORY
PF4,PF4,GENE,1,INFLAMMATORY
PGF,PGF,GENE,1,INFLAMMATORY
PGLYRP1,PGLYRP1,GENE,1,INFLAMMATORY
PGLYRP2,PGLYRP2,GENE,1,INFLAMMATORY
PI3,PI3,GENE,1,INFLAMMATORY
PIK3CG,PIK3CG,GENE,1,INFLAMMATORY
PIN1,PIN1,GENE,1,INFLAMMATORY
PLA2G10,PLA2G10,GENE,1,INFLAMMATORY
PLA2G1B,PLA2G1B,GENE,1,INFLAMMATORY
PLA2G7,PLA2G7,GENE,1,INFLAMMATORY
PLAT,PLAT,GENE,1,INFLAMMATORY
PLAU,PLAU,GENE,1,INFLAMMATORY
PLAUR,PLAUR,GENE,1,INFLAMMATORY
PLD2,PLD2,GENE,1,INFLAMMATORY
PLEKHO1,PLEKHO1,GENE,1,INFLAMMATORY
PLG,PLG,GENE,1,INFLAMMATORY
PLS3,PLS3,GENE,1,INFLAMMATORY
PML,PML,GENE,1,INFLAMMATORY
PMP22,PMP22,GENE,1,INFLAMMATORY
PNKP,PNKP,GENE,1,INFLAMMATORY
POLD3,POLD3,GENE,1,INFLAMMATORY
POLR3A,POLR3A,GENE,1,INFLAMMATORY
PON1,PON1,GENE,1,INFLAMMATORY
POSTN,POSTN,GENE,1,INFLAMMATORY
PPARA,PPARA,GENE,1,INFLAMMATORY
PPARD,PPARD,GENE,1,INFLAMMATORY
PPARG,PPARG,GENE,1,INFLAMMATORY
PPARGC1B,PPARGC1B,GENE,1,INFLAMMATORY
PPBP,PPBP,GENE,1,INFLAMMATORY
PPIA,PPIA,GENE,1,INFLAMMATORY
PPP1R12C,PPP1R12C,GENE,1,INFLAMMATORY
PPP2R4,PPP2R4,GENE,1,INFLAMMATORY
PRDM1,PRDM1,GENE,1,INFLAMMATORY
PRDX1,PRDX1,GENE,1,INFLAMMATORY
PRDX2,PRDX2,GENE,1,INFLAMMATORY
PRG4,PRG4,GENE,1,INFLAMMATORY
PRINS,PRINS,GENE,1,INFLAMMATORY
PRKAA1,PRKAA1,GENE,1,INFLAMMATORY
PRKAB1,PRKAB1,GENE,1,INFLAMMATORY
PRKCA,PRKCA,GENE,1,INFLAMMATORY
PRKCD,PRKCD,GENE,1,INFLAMMATORY
PRKCQ,PRKCQ,GENE,1,INFLAMMATORY
PRKD1,PRKD1,GENE,1,INFLAMMATORY
PRL,PRL,GENE,1,INFLAMMATORY
PRMT5,PRMT5,GENE,1,INFLAMMATORY
PROC,PROC,GENE,1,INFLAMMATORY
PROK2,PROK2,GENE,1,INFLAMMATORY
PRS,PRS,GENE,1,INFLAMMATORY
PRTN3,PRTN3,GENE,1,INFLAMMATORY
PSMB8,PSMB8,GENE,1,INFLAMMATORY
PSORS1C1,PSORS1C1,GENE,1,INFLAMMATORY
PSORS4,PSORS4,GENE,1,INFLAMMATORY
PSS,PSS,GENE,1,INFLAMMATORY
PTBP1,PTBP1,GENE,1,INFLAMMATORY
PTEN,PTEN,GENE,1,INFLAMMATORY
PTGER2,PTGER2,GENE,1,INFLAMMATORY
PTGER4,PTGER4,GENE,1,INFLAMMATORY
PTGES,PTGES,GENE,1,INFLAMMATORY
PTGS1,PTGS1,GENE,1,INFLAMMATORY
PTGS2,PTGS2,GENE,1,INFLAMMATORY
PTH,PTH,GENE,1,INFLAMMATORY
PTH1R,PTH1R,GENE,1,INFLAMMATORY
PTHLH,PTHLH,GENE,1,INFLAMMATORY
PTK2B,PTK2B,GENE,1,INFLAMMATORY
PTN,PTN,GENE,1,INFLAMMATORY
PTP4A1,PTP4A1,GENE,1,INFLAMMATORY
PTPN11,PTPN11,GENE,1,INFLAMMATORY
PTPN2,PTPN2,GENE,1,INFLAMMATORY
PTPN22,PTPN22,GENE,1,INFLAMMATORY
PTPRC,PTPRC,GENE,1,INFLAMMATORY
PTPRJ,PTPRJ,GENE,1,INFLAMMATORY
PTRH1,PTRH1,GENE,1,INFLAMMATORY
PTX3,PTX3,GENE,1,INFLAMMATORY
PXK,PXK,GENE,1,INFLAMMATORY
PYCARD,PYCARD,GENE,1,INFLAMMATORY
QPCT,QPCT,GENE,1,INFLAMMATORY
RABEPK,RABEPK,GENE,1,INFLAMMATORY
RAC1,RAC1,GENE,1,INFLAMMATORY
RAD51,RAD51,GENE,1,INFLAMMATORY
RAF1,RAF1,GENE,1,INFLAMMATORY
RAG2,RAG2,GENE,1,INFLAMMATORY
RARRES2,RARRES2,GENE,1,INFLAMMATORY
RARRES3,RARRES3,GENE,1,INFLAMMATORY
RBFOX2,RBFOX2,GENE,1,INFLAMMATORY
RBM45,RBM45,GENE,1,INFLAMMATORY
REG1A,REG1A,GENE,1,INFLAMMATORY
REG4,REG4,GENE,1,INFLAMMATORY
REL,REL,GENE,1,INFLAMMATORY
RETN,RETN,GENE,1,INFLAMMATORY
RFX1,RFX1,GENE,1,INFLAMMATORY
RHBDF2,RHBDF2,GENE,1,INFLAMMATORY
RHBDL2,RHBDL2,GENE,1,INFLAMMATORY
RHCE,RHCE,GENE,1,INFLAMMATORY
RHD,RHD,GENE,1,INFLAMMATORY
RHOB,RHOB,GENE,1,INFLAMMATORY
RHOBTB2,RHOBTB2,GENE,1,INFLAMMATORY
RHOV,RHOV,GENE,1,INFLAMMATORY
RICTOR,RICTOR,GENE,1,INFLAMMATORY
RIN3,RIN3,GENE,1,INFLAMMATORY
RIPK3,RIPK3,GENE,1,INFLAMMATORY
RNASE3,RNASE3,GENE,1,INFLAMMATORY
RNF186,RNF186,GENE,1,INFLAMMATORY
RNR2,RNR2,GENE,1,INFLAMMATORY
RPL17,RPL17,GENE,1,INFLAMMATORY
RPSA,RPSA,GENE,1,INFLAMMATORY
RPTOR,RPTOR,GENE,1,INFLAMMATORY
RRP1,RRP1,GENE,1,INFLAMMATORY
RRP8,RRP8,GENE,1,INFLAMMATORY
RSPO1,RSPO1,GENE,1,INFLAMMATORY
RTCA,RTCA,GENE,1,INFLAMMATORY
RTN1,RTN1,GENE,1,INFLAMMATORY
RUNX2,RUNX2,GENE,1,INFLAMMATORY
RUNX3,RUNX3,GENE,1,INFLAMMATORY
RXFP2,RXFP2,GENE,1,INFLAMMATORY
RYR1,RYR1,GENE,1,INFLAMMATORY
S100A1,S100A1,GENE,1,INFLAMMATORY
S100A12,S100A12,GENE,1,INFLAMMATORY
S100A14,S100A14,GENE,1,INFLAMMATORY
S100A4,S100A4,GENE,1,INFLAMMATORY
S100A7,S100A7,GENE,1,INFLAMMATORY
S100A8,S100A8,GENE,1,INFLAMMATORY
S100A9,S100A9,GENE,1,INFLAMMATORY
S100B,S100B,GENE,1,INFLAMMATORY
S1PR1,S1PR1,GENE,1,INFLAMMATORY
SAA1,SAA1,GENE,1,INFLAMMATORY
SATB2,SATB2,GENE,1,INFLAMMATORY
SCAI,SCAI,GENE,1,INFLAMMATORY
SCGB1A1,SCGB1A1,GENE,1,INFLAMMATORY
SCN9A,SCN9A,GENE,1,INFLAMMATORY
SCT,SCT,GENE,1,INFLAMMATORY
SDC1,SDC1,GENE,1,INFLAMMATORY
SDC4,SDC4,GENE,1,INFLAMMATORY
SELE,SELE,GENE,1,INFLAMMATORY
SELL,SELL,GENE,1,INFLAMMATORY
SELP,SELP,GENE,1,INFLAMMATORY
SELPLG,SELPLG,GENE,1,INFLAMMATORY
SEMA3A,SEMA3A,GENE,1,INFLAMMATORY
SEMA3E,SEMA3E,GENE,1,INFLAMMATORY
SEMA4A,SEMA4A,GENE,1,INFLAMMATORY
SEMA4D,SEMA4D,GENE,1,INFLAMMATORY
SEMG1,SEMG1,GENE,1,INFLAMMATORY
SENP1,SENP1,GENE,1,INFLAMMATORY
SERP1,SERP1,GENE,1,INFLAMMATORY
SERPINA1,SERPINA1,GENE,1,INFLAMMATORY
SERPINA4,SERPINA4,GENE,1,INFLAMMATORY
SERPINA5,SERPINA5,GENE,1,INFLAMMATORY
SERPINA6,SERPINA6,GENE,1,INFLAMMATORY
SERPINB13,SERPINB13,GENE,1,INFLAMMATORY
SERPINB3,SERPINB3,GENE,1,INFLAMMATORY
SERPINC1,SERPINC1,GENE,1,INFLAMMATORY
SERPINE1,SERPINE1,GENE,1,INFLAMMATORY
SERPINE2,SERPINE2,GENE,1,INFLAMMATORY
SERPINF1,SERPINF1,GENE,1,INFLAMMATORY
SERPINF2,SERPINF2,GENE,1,INFLAMMATORY
SERPINH1,SERPINH1,GENE,1,INFLAMMATORY
SETBP1,SETBP1,GENE,1,INFLAMMATORY
SETX,SETX,GENE,1,INFLAMMATORY
SH2B2,SH2B2,GENE,1,INFLAMMATORY
SHBG,SHBG,GENE,1,INFLAMMATORY
SIGIRR,SIGIRR,GENE,1,INFLAMMATORY
SIGLEC1,SIGLEC1,GENE,1,INFLAMMATORY
SIK3,SIK3,GENE,1,INFLAMMATORY
SIRT1,SIRT1,GENE,1,INFLAMMATORY
SIRT6,SIRT6,GENE,1,INFLAMMATORY
SLAMF1,SLAMF1,GENE,1,INFLAMMATORY
SLC11A1,SLC11A1,GENE,1,INFLAMMATORY
SLC11A2,SLC11A2,GENE,1,INFLAMMATORY
SLC16A4,SLC16A4,GENE,1,INFLAMMATORY
SLC19A1,SLC19A1,GENE,1,INFLAMMATORY
SLC22A4,SLC22A4,GENE,1,INFLAMMATORY
SLC22A5,SLC22A5,GENE,1,INFLAMMATORY
SLC30A10,SLC30A10,GENE,1,INFLAMMATORY
SLC3A2,SLC3A2,GENE,1,INFLAMMATORY
SLC51A,SLC51A,GENE,1,INFLAMMATORY
SLC6A4,SLC6A4,GENE,1,INFLAMMATORY
SLC9A3,SLC9A3,GENE,1,INFLAMMATORY
SLCO6A1,SLCO6A1,GENE,1,INFLAMMATORY
SLEB3,SLEB3,GENE,1,INFLAMMATORY
SLPI,SLPI,GENE,1,INFLAMMATORY
SMAD1,SMAD1,GENE,1,INFLAMMATORY
SMAD2,SMAD2,GENE,1,INFLAMMATORY
SMAD3,SMAD3,GENE,1,INFLAMMATORY
SMAD4,SMAD4,GENE,1,INFLAMMATORY
SMAD5,SMAD5,GENE,1,INFLAMMATORY
SMAD6,SMAD6,GENE,1,INFLAMMATORY
SMAD7,SMAD7,GENE,1,INFLAMMATORY
SMURF1,SMURF1,GENE,1,INFLAMMATORY
SNRNP70,SNRNP70,GENE,1,INFLAMMATORY
SNRPD1,SNRPD1,GENE,1,INFLAMMATORY
SNRPG,SNRPG,GENE,1,INFLAMMATORY
SOCS1,SOCS1,GENE,1,INFLAMMATORY
SOCS3,SOCS3,GENE,1,INFLAMMATORY
SOD2,SOD2,GENE,1,INFLAMMATORY
SOD3,SOD3,GENE,1,INFLAMMATORY
SOST,SOST,GENE,1,INFLAMMATORY
SOX5,SOX5,GENE,1,INFLAMMATORY
SOX6,SOX6,GENE,1,INFLAMMATORY
SP1,SP1,GENE,1,INFLAMMATORY
SP7,SP7,GENE,1,INFLAMMATORY
SPARC,SPARC,GENE,1,INFLAMMATORY
SPAST,SPAST,GENE,1,INFLAMMATORY
SPG7,SPG7,GENE,1,INFLAMMATORY
SPHK1,SPHK1,GENE,1,INFLAMMATORY
SPHK2,SPHK2,GENE,1,INFLAMMATORY
SPINK1,SPINK1,GENE,1,INFLAMMATORY
SPP1,SPP1,GENE,1,INFLAMMATORY
SPRED2,SPRED2,GENE,1,INFLAMMATORY
SPTAN1,SPTAN1,GENE,1,INFLAMMATORY
SQRDL,SQRDL,GENE,1,INFLAMMATORY
SQSTM1,SQSTM1,GENE,1,INFLAMMATORY
SSB,SSB,GENE,1,INFLAMMATORY
SSRP1,SSRP1,GENE,1,INFLAMMATORY
SST,SST,GENE,1,INFLAMMATORY
SSTR5,SSTR5,GENE,1,INFLAMMATORY
ST2,ST2,GENE,1,INFLAMMATORY
ST3GAL4,ST3GAL4,GENE,1,INFLAMMATORY
ST8,ST8,GENE,1,INFLAMMATORY
STAT1,STAT1,GENE,1,INFLAMMATORY
STAT3,STAT3,GENE,1,INFLAMMATORY
STAT4,STAT4,GENE,1,INFLAMMATORY
STAT5A,STAT5A,GENE,1,INFLAMMATORY
STAT6,STAT6,GENE,1,INFLAMMATORY
STEAP4,STEAP4,GENE,1,INFLAMMATORY
SUBSTANCE P,SUBSTANCE P,GENE,1,INFLAMMATORY
SUCNR1,SUCNR1,GENE,1,INFLAMMATORY
SUPEROXIDE DISMUTASE,SUPEROXIDE DISMUTASE,GENE,1,INFLAMMATORY
SYK,SYK,GENE,1,INFLAMMATORY
SYNPR,SYNPR,GENE,1,INFLAMMATORY
TAP1,TAP1,GENE,1,INFLAMMATORY
TAP2,TAP2,GENE,1,INFLAMMATORY
TARDBP,TARDBP,GENE,1,INFLAMMATORY
TBC1D9,TBC1D9,GENE,1,INFLAMMATORY
TBCA,TBCA,GENE,1,INFLAMMATORY
TBCE,TBCE,GENE,1,INFLAMMATORY
TBK1,TBK1,GENE,1,INFLAMMATORY
TBX21,TBX21,GENE,1,INFLAMMATORY
TBX5,TBX5,GENE,1,INFLAMMATORY
TCF7L2,TCF7L2,GENE,1,INFLAMMATORY
TCIRG1,TCIRG1,GENE,1,INFLAMMATORY
TCN2,TCN2,GENE,1,INFLAMMATORY
TEK,TEK,GENE,1,INFLAMMATORY
TF,TF,GENE,1,INFLAMMATORY
TFF3,TFF3,GENE,1,INFLAMMATORY
TFPI,TFPI,GENE,1,INFLAMMATORY
TFRC,TFRC,GENE,1,INFLAMMATORY
TG,TG,GENE,1,INFLAMMATORY
TGFA,TGFA,GENE,1,INFLAMMATORY
TGFB1,TGFB1,GENE,1,INFLAMMATORY
TGFB2,TGFB2,GENE,1,INFLAMMATORY
TGFBR1,TGFBR1,GENE,1,INFLAMMATORY
TGM1,TGM1,GENE,1,INFLAMMATORY
TGM2,TGM2,GENE,1,INFLAMMATORY
TH1L,TH1L,GENE,1,INFLAMMATORY
THBD,THBD,GENE,1,INFLAMMATORY
THBS1,THBS1,GENE,1,INFLAMMATORY
THM,THM,GENE,1,INFLAMMATORY
THPO,THPO,GENE,1,INFLAMMATORY
THY1,THY1,GENE,1,INFLAMMATORY
TIE1,TIE1,GENE,1,INFLAMMATORY
TIMD4,TIMD4,GENE,1,INFLAMMATORY
TIMP1,TIMP1,GENE,1,INFLAMMATORY
TIMP2,TIMP2,GENE,1,INFLAMMATORY
TIMP3,TIMP3,GENE,1,INFLAMMATORY
TIMP4,TIMP4,GENE,1,INFLAMMATORY
TJP1,TJP1,GENE,1,INFLAMMATORY
TKT,TKT,GENE,1,INFLAMMATORY
TLR1,TLR1,GENE,1,INFLAMMATORY
TLR2,TLR2,GENE,1,INFLAMMATORY
TLR3,TLR3,GENE,1,INFLAMMATORY
TLR4,TLR4,GENE,1,INFLAMMATORY
TLR5,TLR5,GENE,1,INFLAMMATORY
TLR7,TLR7,GENE,1,INFLAMMATORY
TLR8,TLR8,GENE,1,INFLAMMATORY
TLR9,TLR9,GENE,1,INFLAMMATORY
TMED1,TMED1,GENE,1,INFLAMMATORY
TMEM106C,TMEM106C,GENE,1,INFLAMMATORY
TMEM11,TMEM11,GENE,1,INFLAMMATORY
TMEM201,TMEM201,GENE,1,INFLAMMATORY
TNC,TNC,GENE,1,INFLAMMATORY
TNF,TNF,GENE,1,INFLAMMATORY
TNFAIP1,TNFAIP1,GENE,1,INFLAMMATORY
TNFAIP3,TNFAIP3,GENE,1,INFLAMMATORY
TNFAIP6,TNFAIP6,GENE,1,INFLAMMATORY
TNFAIP8L2,TNFAIP8L2,GENE,1,INFLAMMATORY
TNFRSF10A,TNFRSF10A,GENE,1,INFLAMMATORY
TNFRSF10B,TNFRSF10B,GENE,1,INFLAMMATORY
TNFRSF11A,TNFRSF11A,GENE,1,INFLAMMATORY
TNFRSF11B,TNFRSF11B,GENE,1,INFLAMMATORY
TNFRSF12A,TNFRSF12A,GENE,1,INFLAMMATORY
TNFRSF13B,TNFRSF13B,GENE,1,INFLAMMATORY
TNFRSF13C,TNFRSF13C,GENE,1,INFLAMMATORY
TNFRSF17,TNFRSF17,GENE,1,INFLAMMATORY
TNFRSF18,TNFRSF18,GENE,1,INFLAMMATORY
TNFRSF1A,TNFRSF1A,GENE,1,INFLAMMATORY
TNFRSF1B,TNFRSF1B,GENE,1,INFLAMMATORY
TNFRSF25,TNFRSF25,GENE,1,INFLAMMATORY
TNFRSF4,TNFRSF4,GENE,1,INFLAMMATORY
TNFRSF6B,TNFRSF6B,GENE,1,INFLAMMATORY
TNFRSF9,TNFRSF9,GENE,1,INFLAMMATORY
TNFSF10,TNFSF10,GENE,1,INFLAMMATORY
TNFSF11,TNFSF11,GENE,1,INFLAMMATORY
TNFSF13B,TNFSF13B,GENE,1,INFLAMMATORY
TNFSF15,TNFSF15,GENE,1,INFLAMMATORY
TNFSF18,TNFSF18,GENE,1,INFLAMMATORY
TNFSF4,TNFSF4,GENE,1,INFLAMMATORY
TNIP1,TNIP1,GENE,1,INFLAMMATORY
TNNI3,TNNI3,GENE,1,INFLAMMATORY
TOP1,TOP1,GENE,1,INFLAMMATORY
TOP2A,TOP2A,GENE,1,INFLAMMATORY
TP53,TP53,GENE,1,INFLAMMATORY
TPH1,TPH1,GENE,1,INFLAMMATORY
TPM3,TPM3,GENE,1,INFLAMMATORY
TPMT,TPMT,GENE,1,INFLAMMATORY
TPO,TPO,GENE,1,INFLAMMATORY
TRAF1,TRAF1,GENE,1,INFLAMMATORY
TRAF3IP2,TRAF3IP2,GENE,1,INFLAMMATORY
TRAF6,TRAF6,GENE,1,INFLAMMATORY
TRAP1,TRAP1,GENE,1,INFLAMMATORY
TREM1,TREM1,GENE,1,INFLAMMATORY
TREX1,TREX1,GENE,1,INFLAMMATORY
TREX2,TREX2,GENE,1,INFLAMMATORY
TRH,TRH,GENE,1,INFLAMMATORY
TRIB1,TRIB1,GENE,1,INFLAMMATORY
TRIB3,TRIB3,GENE,1,INFLAMMATORY
TRIM21,TRIM21,GENE,1,INFLAMMATORY
TRIM68,TRIM68,GENE,1,INFLAMMATORY
TRIM69,TRIM69,GENE,1,INFLAMMATORY
TROVE2,TROVE2,GENE,1,INFLAMMATORY
TRPA1,TRPA1,GENE,1,INFLAMMATORY
TRPV1,TRPV1,GENE,1,INFLAMMATORY
TRPV3,TRPV3,GENE,1,INFLAMMATORY
TRPV4,TRPV4,GENE,1,INFLAMMATORY
TSHR,TSHR,GENE,1,INFLAMMATORY
TSLP,TSLP,GENE,1,INFLAMMATORY
TST,TST,GENE,1,INFLAMMATORY
TTR,TTR,GENE,1,INFLAMMATORY
TWIST1,TWIST1,GENE,1,INFLAMMATORY
TXN,TXN,GENE,1,INFLAMMATORY
TYK2,TYK2,GENE,1,INFLAMMATORY
TYROBP,TYROBP,GENE,1,INFLAMMATORY
UBAC2,UBAC2,GENE,1,INFLAMMATORY
UBE2L3,UBE2L3,GENE,1,INFLAMMATORY
UBIQUITIN,UBIQUITIN,GENE,1,INFLAMMATORY
UCN,UCN,GENE,1,INFLAMMATORY
UGCG,UGCG,GENE,1,INFLAMMATORY
UNC5B,UNC5B,GENE,1,INFLAMMATORY
UPK3B,UPK3B,GENE,1,INFLAMMATORY
UTS2,UTS2,GENE,1,INFLAMMATORY
VCAM1,VCAM1,GENE,1,INFLAMMATORY
VCP,VCP,GENE,1,INFLAMMATORY
VDR,VDR,GENE,1,INFLAMMATORY
VEGFA,VEGFA,GENE,1,INFLAMMATORY
VEGFC,VEGFC,GENE,1,INFLAMMATORY
VGLL3,VGLL3,GENE,1,INFLAMMATORY
VHL,VHL,GENE,1,INFLAMMATORY
VHLL,VHLL,GENE,1,INFLAMMATORY
VIM,VIM,GENE,1,INFLAMMATORY
VIP,VIP,GENE,1,INFLAMMATORY
VKORC1,VKORC1,GENE,1,INFLAMMATORY
VNN1,VNN1,GENE,1,INFLAMMATORY
VPS35,VPS35,GENE,1,INFLAMMATORY
VSIG4,VSIG4,GENE,1,INFLAMMATORY
VSTM1,VSTM1,GENE,1,INFLAMMATORY
VTCN1,VTCN1,GENE,1,INFLAMMATORY
VWF,VWF,GENE,1,INFLAMMATORY
WAS,WAS,GENE,1,INFLAMMATORY
WDFY4,WDFY4,GENE,1,INFLAMMATORY
WFDC21P,WFDC21P,GENE,1,INFLAMMATORY
WG,WG,GENE,1,INFLAMMATORY
WIF1,WIF1,GENE,1,INFLAMMATORY
WNT1,WNT1,GENE,1,INFLAMMATORY
WNT10B,WNT10B,GENE,1,INFLAMMATORY
WNT16,WNT16,GENE,1,INFLAMMATORY
WNT4,WNT4,GENE,1,INFLAMMATORY
WNT5A,WNT5A,GENE,1,INFLAMMATORY
XBP1,XBP1,GENE,1,INFLAMMATORY
XRCC1,XRCC1,GENE,1,INFLAMMATORY
XRCC3,XRCC3,GENE,1,INFLAMMATORY
YBX1,YBX1,GENE,1,INFLAMMATORY
YBX3,YBX3,GENE,1,INFLAMMATORY
ZDHHC13,ZDHHC13,GENE,1,INFLAMMATORY
ZFP36,ZFP36,GENE,1,INFLAMMATORY
ZNF398,ZNF398,GENE,1,INFLAMMATORY
ZNF423,ZNF423,GENE,1,INFLAMMATORY
ZNF467,ZNF467,GENE,1,INFLAMMATORY
ZNF750,ZNF750,GENE,1,INFLAMMATORY
ZNF77,ZNF77,GENE,1,INFLAMMATORY
SYSTEMIC LUPUS ERYTHEMATOSUS,SYSTEMIC LUPUS ERYTHEMATOSUS,CONDITION,10,INFLAMMATORY
ANGIITIDES,ANGIITIDES,CONDITION,10,INFLAMMATORY
GRANULOMATOSIS WITH POLYANGIITIS,GRANULOMATOSIS WITH POLYANGIITIS,CONDITION,10,INFLAMMATORY
SJOGREN'S SYNDROME,SJOGREN'S SYNDROME,CONDITION,10,INFLAMMATORY
ASEPTIC NECROSIS OF BONE,ASEPTIC NECROSIS OF BONE,CONDITION,10,INFLAMMATORY
CHRONIC ULCERATIVE COLITIS,CHRONIC ULCERATIVE COLITIS,CONDITION,10,INFLAMMATORY
ARTHRITIS,ARTHRITIS,CONDITION,10,INFLAMMATORY
AGE RELATED OSTEOPOROSIS,AGE RELATED OSTEOPOROSIS,CONDITION,10,INFLAMMATORY
CROHN'S DISEASE,CROHN'S DISEASE,CONDITION,10,INFLAMMATORY
KAWASAKI DISEASE,KAWASAKI DISEASE,CONDITION,10,INFLAMMATORY
POLYCYTHEMIA,POLYCYTHEMIA,CONDITION,10,INFLAMMATORY
PSORIASIS,PSORIASIS,CONDITION,10,INFLAMMATORY
SARCOIDOSIS,SARCOIDOSIS,CONDITION,10,INFLAMMATORY
SCLERODERMA,SCLERODERMA,CONDITION,10,INFLAMMATORY
ACTIVE RHEUMATIC FEVER,ACTIVE RHEUMATIC FEVER,CONDITION,10,INFLAMMATORY
ACUTE GOUT,ACUTE GOUT,CONDITION,10,INFLAMMATORY
BEHCET SYNDROME,BEHCET SYNDROME,CONDITION,10,INFLAMMATORY
ANKYLOSING SPONDYLARTHRITIDES,ANKYLOSING SPONDYLARTHRITIDES,CONDITION,10,INFLAMMATORY
ANTI PHOSPHOLIPID ANTIBODY SYNDROME,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,CONDITION,10,INFLAMMATORY
LYME DISEASE,LYME DISEASE,CONDITION,10,INFLAMMATORY
COGAN SYNDROME,COGAN SYNDROME,CONDITION,10,INFLAMMATORY
FIBROMYALGIA,FIBROMYALGIA,CONDITION,10,INFLAMMATORY
BONE PAGET DISEASE,BONE PAGET DISEASE,CONDITION,10,INFLAMMATORY
AORTIC ARCH SYNDROME,AORTIC ARCH SYNDROME,CONDITION,10,INFLAMMATORY
BONE INFECTION,BONE INFECTION,CONDITION,10,INFLAMMATORY
ALLERGIC ANGIITIDES,ALLERGIC ANGIITIDES,CONDITION,10,INFLAMMATORY
HENOCH-SCHONLEIN PURPURA,HENOCH-SCHONLEIN PURPURA,CONDITION,10,INFLAMMATORY
